file_name,no loop transformation,loop tiling,loop interchange,loop skewing,loop fusion,loop distribution,loop reverse,loop shifting,other loop transformation
192895,0,0,0,0,1,0,0,0,0
215556,0,1,0,1,1,0,0,0,1
69498,0,1,1,0,1,0,0,0,1
193082,0,1,1,1,1,0,0,0,1
229681,0,1,0,1,1,0,0,0,1
9645,0,0,0,0,1,0,0,0,1
32670,0,0,0,0,1,0,0,0,1
42296,0,1,1,1,1,0,0,0,1
214861,0,1,0,1,1,0,0,0,1
108944,0,0,0,0,1,0,0,0,1
205839,0,1,1,1,1,0,0,0,1
178113,0,1,0,1,1,0,0,0,1
213182,0,1,1,1,1,0,0,0,1
124455,0,1,0,1,1,0,0,0,1
168152,0,0,0,0,1,0,0,0,1
235783,0,1,1,1,1,0,0,0,1
209264,0,1,1,1,1,0,0,0,1
201255,0,0,0,0,1,0,0,0,1
79419,0,1,1,1,1,0,0,0,1
71616,0,1,1,1,1,0,0,0,1
35064,0,1,1,1,1,0,0,0,1
186561,0,1,1,0,1,0,0,0,1
60100,0,1,1,1,1,0,0,0,1
21836,0,1,1,1,1,0,0,0,1
146464,0,1,1,1,1,0,0,0,1
33193,0,0,0,0,1,0,0,0,1
206728,0,1,0,1,1,0,0,0,1
115121,0,0,0,0,1,0,0,0,1
176858,0,1,1,0,1,0,0,0,1
36887,0,1,1,0,1,0,0,0,1
104106,0,1,1,0,1,0,0,0,1
209670,0,1,0,1,1,0,0,0,1
155117,0,1,1,1,1,0,0,0,1
188420,0,1,1,0,1,0,0,0,1
88234,0,1,1,1,1,0,0,0,1
131143,0,1,1,1,1,0,0,0,1
189087,0,1,1,1,1,0,0,0,1
99565,0,0,0,0,1,0,0,0,1
24110,0,0,0,0,1,0,0,0,1
149745,0,1,1,1,1,0,0,0,1
166424,0,1,1,0,1,0,0,0,1
106559,0,0,0,0,1,0,0,0,1
158180,0,1,0,1,1,0,0,0,1
107575,0,1,1,1,1,0,0,0,1
178268,0,1,1,0,1,0,0,0,1
184593,0,0,0,0,1,0,0,0,1
173185,0,1,1,0,1,0,0,0,1
33315,0,1,1,1,1,0,0,0,1
26703,0,1,0,0,1,0,0,0,1
31358,0,0,0,0,1,0,0,0,1
187546,0,1,1,0,1,0,0,0,1
59379,0,1,0,1,1,0,0,0,1
77554,0,1,1,1,1,0,0,0,1
233248,0,1,0,1,1,0,0,0,1
162187,0,1,1,1,1,0,0,0,1
81203,0,1,1,1,1,0,0,0,1
1412,0,1,1,1,1,0,0,0,1
78032,0,1,1,1,1,0,0,0,1
128195,0,0,0,0,1,0,0,0,1
21755,0,1,1,0,1,0,0,0,1
113894,0,1,1,1,1,0,0,0,1
130435,0,1,1,0,1,0,0,0,1
206622,0,1,1,1,1,0,0,0,1
23702,0,0,0,0,1,0,0,0,1
137205,0,1,1,1,1,0,0,0,1
73690,0,1,0,1,1,0,0,0,1
63003,0,0,0,0,1,0,0,0,1
105855,0,1,0,1,1,0,0,0,1
219577,0,1,1,0,1,0,0,0,1
56086,0,1,1,0,1,0,0,0,0
182354,0,1,1,1,1,0,0,0,1
222671,0,1,1,1,1,0,0,0,1
131494,0,0,0,0,1,0,0,0,1
84070,0,1,1,0,1,0,0,0,1
17910,0,1,1,0,1,0,0,0,1
67520,0,1,0,1,1,0,0,0,1
246544,0,0,0,0,1,0,0,0,1
227029,0,1,0,1,1,0,0,0,1
82272,0,0,0,0,1,0,0,0,1
26911,0,0,0,0,1,0,0,0,1
17687,0,0,0,0,1,0,0,0,1
181759,0,0,0,0,1,0,0,0,1
110641,0,0,0,0,1,0,0,0,1
31198,0,0,0,0,1,0,0,0,1
106599,0,1,0,1,1,0,0,0,1
43308,0,1,1,1,1,0,0,0,1
60633,0,0,0,0,1,0,0,0,1
19716,0,1,1,1,1,0,0,0,1
62886,0,1,1,1,1,0,0,0,1
180274,0,1,1,1,1,0,0,0,1
115044,0,0,0,0,1,0,0,0,1
154868,0,1,1,0,1,0,0,0,1
145104,0,0,0,0,1,0,0,0,1
97689,0,0,0,0,1,0,0,0,1
241936,0,1,1,1,1,0,0,0,1
232487,0,1,1,1,1,0,0,0,1
86169,0,0,0,0,1,0,0,0,1
48682,0,1,1,0,1,0,0,0,1
42854,0,1,1,1,1,0,0,0,1
169393,0,1,1,0,1,0,0,0,1
24268,0,0,0,0,1,0,0,0,1
209580,0,0,0,0,1,0,0,0,1
213708,0,1,1,1,1,0,0,0,1
213496,0,1,1,0,1,0,0,0,1
90228,0,1,1,1,1,0,0,0,1
62069,0,1,1,1,1,0,0,0,1
232197,0,0,0,0,1,0,0,0,1
193832,0,0,0,0,1,0,0,0,1
27290,0,0,0,0,1,0,0,0,1
9802,0,0,0,1,1,0,0,0,1
17684,0,1,0,1,1,0,0,0,1
87246,0,1,0,1,1,0,0,0,1
108504,0,1,1,0,1,0,0,0,1
203294,0,1,0,1,1,0,0,0,1
47710,0,1,1,1,1,0,0,0,1
117478,0,0,0,0,1,0,0,0,1
193242,0,1,1,1,1,0,0,0,1
217998,0,0,0,0,1,0,0,0,1
53451,0,1,1,1,1,0,0,0,1
48248,0,1,1,1,1,0,0,0,1
65329,0,1,1,1,1,0,0,0,1
75852,0,1,0,1,1,0,0,0,1
168066,0,1,0,1,1,0,0,0,1
183576,0,1,0,1,1,0,0,0,1
3725,0,1,1,0,1,0,0,0,1
118743,0,1,1,1,1,0,0,0,1
182084,0,1,1,1,1,0,0,0,1
198448,0,0,0,0,1,0,0,0,1
72667,0,1,0,0,1,0,0,0,1
67945,0,1,1,1,1,0,0,0,1
52519,0,0,0,0,1,0,0,0,1
158097,0,1,0,1,1,0,0,0,1
22395,0,1,1,0,1,0,0,0,1
169500,0,0,0,0,1,0,0,0,1
40978,0,1,1,1,1,0,0,0,1
41954,0,1,0,0,1,0,0,0,1
153677,0,1,1,1,1,0,0,0,1
93248,0,1,1,0,1,0,0,0,1
41836,0,1,1,0,1,0,0,0,1
166843,0,1,1,1,1,0,0,0,1
93734,0,0,0,0,1,0,0,0,1
69707,0,0,0,0,1,0,0,0,0
2745,0,1,0,1,1,0,0,0,1
52407,0,0,0,0,1,0,0,0,1
76601,0,0,0,0,1,0,0,0,1
108722,0,1,1,1,1,0,0,0,1
9863,0,1,1,1,1,0,0,0,1
195744,0,1,0,1,1,0,0,0,1
233141,0,1,0,1,1,0,0,0,1
137207,0,1,1,1,1,0,0,0,1
102875,0,1,0,1,1,0,0,0,1
40953,0,1,1,0,1,0,0,0,1
161033,0,1,1,0,1,0,0,0,1
108411,0,1,1,0,1,0,0,0,1
86927,0,1,1,1,1,0,0,0,1
42503,0,1,1,1,1,0,0,0,1
154073,0,1,1,1,1,0,0,0,1
34530,0,1,0,0,1,0,0,0,1
147064,0,0,0,1,1,0,0,0,1
148505,0,0,0,0,1,0,0,0,1
249079,0,1,1,0,1,0,0,0,1
4963,0,1,0,1,1,0,0,0,1
79327,0,1,0,1,1,0,0,0,1
136458,0,1,1,1,1,0,0,0,1
130943,0,1,1,1,1,0,0,0,1
245279,0,1,0,1,1,0,0,0,1
83289,0,1,1,1,1,0,0,0,1
167287,0,1,0,1,1,0,0,0,1
120601,0,0,0,0,1,0,0,0,1
65495,0,1,1,1,1,0,0,0,1
826,0,1,1,1,1,0,0,0,1
91601,0,0,0,0,1,0,0,0,1
98842,0,1,1,1,1,0,0,0,1
30316,0,1,1,1,1,0,0,0,1
236211,0,0,0,0,1,0,0,0,1
216302,0,1,0,1,1,0,0,0,1
112740,0,0,0,0,1,0,0,0,1
13947,0,1,0,1,1,0,0,0,1
216056,0,0,0,0,1,0,0,0,1
74728,0,1,1,1,1,0,0,0,1
83982,0,1,0,1,1,0,0,0,1
88608,0,1,1,1,1,0,0,0,0
150031,0,0,0,0,1,0,0,0,1
175893,0,1,0,0,1,0,0,0,1
140497,0,1,1,0,1,0,0,0,1
100825,0,1,1,1,1,0,0,0,1
131763,0,1,0,1,1,0,0,0,1
10149,0,1,1,1,1,0,0,0,1
3643,0,0,0,0,1,0,0,0,1
149056,0,0,0,0,1,0,0,0,1
25467,0,1,1,1,1,0,0,0,1
33485,0,1,1,1,1,0,0,0,1
26950,0,1,0,1,1,0,0,0,1
99986,0,1,0,1,1,0,0,0,1
141814,0,0,0,0,1,0,0,0,1
214840,0,0,0,0,1,0,0,0,1
119646,0,0,0,0,1,0,0,0,1
197843,0,1,0,0,1,0,0,0,1
47040,0,1,1,0,1,0,0,0,1
190167,0,0,0,0,1,0,0,0,1
28629,0,1,0,0,1,0,0,0,1
120828,0,1,1,0,1,0,0,0,1
203626,0,1,1,1,1,0,0,0,1
81469,0,1,1,0,1,0,0,0,1
149124,0,0,0,0,1,0,0,0,1
11945,0,1,1,0,1,0,0,0,1
225208,0,1,1,1,1,0,0,0,1
101093,0,1,1,1,1,0,0,0,1
166699,0,1,1,1,1,0,0,0,1
224788,0,0,0,0,1,0,0,0,1
99648,0,1,0,1,1,0,0,0,1
149781,0,1,0,1,1,0,0,0,1
238482,0,0,0,0,1,0,0,0,1
133390,0,1,0,1,1,0,0,0,1
84999,0,1,0,1,1,0,0,0,1
123271,0,1,1,0,1,0,0,0,1
119662,0,1,1,1,1,0,0,0,1
185784,0,1,1,1,1,0,0,0,1
226339,0,0,0,0,1,0,0,0,1
126944,0,1,1,1,1,0,0,0,1
157717,0,0,0,0,1,0,0,0,1
142049,0,1,0,1,1,0,0,0,1
203361,0,1,1,0,1,0,0,0,1
20487,0,1,1,1,1,0,0,0,0
111629,0,0,0,0,1,0,0,0,1
67665,0,1,1,1,1,0,0,0,1
212610,0,1,0,0,1,0,0,0,1
219824,0,0,0,0,1,0,0,0,1
106547,0,1,1,1,1,0,0,0,1
125556,0,0,0,0,1,0,0,0,1
45706,0,1,1,1,1,0,0,0,1
160440,0,1,0,1,1,0,0,0,1
129848,0,1,1,1,1,0,0,0,1
99416,0,0,0,0,1,0,0,0,1
125967,0,1,0,1,1,0,0,0,1
122229,0,1,0,1,1,0,0,0,1
85866,0,1,1,1,1,0,0,0,1
57472,0,1,0,1,1,0,0,0,1
151979,0,1,1,0,1,0,0,0,1
21354,0,1,1,1,1,0,0,0,1
133159,0,1,1,1,1,0,0,0,1
197832,0,1,0,1,1,0,0,0,1
167523,0,0,0,0,1,0,0,0,1
115354,0,1,1,1,1,0,0,0,1
32926,0,1,1,1,1,0,0,0,1
99600,0,1,1,0,1,0,0,0,1
67324,0,1,1,1,1,0,0,0,1
211784,0,1,0,1,1,0,0,0,1
2410,0,1,0,1,1,0,0,0,1
157486,0,0,0,0,1,0,0,0,1
121880,0,0,0,0,1,0,0,0,1
220792,0,0,0,0,1,0,0,0,1
11254,0,1,1,1,1,0,0,0,1
123889,0,0,0,0,1,0,0,0,1
16555,0,1,0,1,1,0,0,0,1
77538,0,1,1,0,1,0,0,0,1
24006,0,1,1,0,1,0,0,0,1
151609,0,0,0,0,1,0,0,0,1
198619,0,0,0,0,1,0,0,0,1
118789,0,1,1,1,1,0,0,0,1
218937,0,1,0,0,1,0,0,0,1
24147,0,1,0,1,1,0,0,0,1
118835,0,1,1,0,1,0,0,0,1
79664,0,1,1,1,1,0,0,0,1
192408,0,1,1,1,1,0,0,0,1
60486,0,1,1,1,1,0,0,0,1
236978,0,1,0,1,1,0,0,0,1
232644,0,1,1,0,1,0,0,0,1
164818,0,1,1,0,1,0,0,0,1
195024,0,1,1,0,1,0,0,0,1
153024,0,1,1,0,1,0,0,0,1
50373,0,0,0,0,1,0,0,0,1
186657,0,1,1,1,1,0,0,0,1
6771,0,1,1,1,1,0,0,0,1
58565,0,1,1,1,1,0,0,0,1
123349,0,0,0,0,1,0,0,0,1
66415,0,1,0,1,1,0,0,0,1
86309,0,1,1,0,1,0,0,0,1
208233,0,1,0,1,1,0,0,0,1
121538,0,1,1,1,1,0,0,0,1
100717,0,0,0,0,1,0,0,0,1
7220,0,0,0,1,1,0,0,0,1
136095,0,1,1,0,1,0,0,0,1
127209,0,1,1,1,1,0,0,0,1
79944,0,1,1,1,1,0,0,0,1
141922,0,1,0,1,1,0,0,0,1
204809,0,1,0,1,1,0,0,0,1
152478,0,1,1,0,1,0,0,0,1
182185,0,1,1,1,1,0,0,0,1
132424,0,0,0,0,1,0,0,0,1
140220,0,1,1,1,1,0,0,0,1
141308,0,1,1,0,1,0,0,0,1
85107,0,0,0,1,1,0,0,0,1
130855,0,1,0,1,1,0,0,0,1
63626,0,1,1,1,1,0,0,0,1
16674,0,1,1,0,1,0,0,0,1
81812,0,1,1,1,1,0,0,0,1
215614,0,0,0,0,1,0,0,0,1
141172,0,0,0,0,1,0,0,0,1
181708,0,1,1,1,1,0,0,0,1
169724,0,1,1,0,1,0,0,0,1
203934,0,1,0,1,1,0,0,0,1
35874,0,1,1,1,1,0,0,0,1
22987,0,0,0,0,1,0,0,0,1
16743,0,1,0,1,1,0,0,0,1
151982,0,1,1,1,1,0,0,0,1
103762,0,0,0,0,1,0,0,0,1
58227,0,1,1,1,1,0,0,0,1
200368,0,1,1,1,1,0,0,0,1
94961,0,1,1,1,1,0,0,0,1
131413,0,1,0,1,1,0,0,0,1
76340,0,1,1,1,1,0,0,0,1
163425,0,1,0,1,1,0,0,0,1
54504,0,0,0,0,1,0,0,0,1
198250,0,1,1,1,1,0,0,0,1
131772,0,0,0,0,1,0,0,0,1
25000,0,0,0,0,1,0,0,0,1
165818,0,0,0,0,1,0,0,0,1
125450,0,1,1,0,1,0,0,0,0
18267,0,0,0,0,1,0,0,0,1
16853,0,1,1,1,1,0,0,0,1
16828,0,1,1,1,1,0,0,0,1
244301,0,1,1,1,1,0,0,0,1
188400,0,1,1,1,1,0,0,0,1
2177,0,1,1,1,1,0,0,0,1
181489,0,1,0,1,1,0,0,0,1
943,0,1,1,0,1,0,0,0,1
209987,0,1,1,0,1,0,0,0,1
125900,0,0,0,0,1,0,0,0,1
84092,0,1,1,1,1,0,0,0,1
64150,0,1,1,1,1,0,0,0,1
226416,0,0,0,0,1,0,0,0,1
199484,0,1,0,0,1,0,0,0,1
118321,0,1,1,1,1,0,0,0,1
52559,0,0,0,0,1,0,0,0,1
138133,0,0,0,0,1,0,0,0,0
176821,0,0,0,0,1,0,0,0,0
126938,0,1,1,1,1,0,0,0,1
130230,0,1,1,0,1,0,0,0,1
102238,0,1,1,0,1,0,0,0,1
31136,0,1,0,0,1,0,0,0,1
10700,0,1,0,1,1,0,0,0,1
140809,0,1,1,1,1,0,0,0,1
91819,0,1,1,0,1,0,0,0,1
178752,0,1,1,1,1,0,0,0,1
61448,0,1,0,0,1,0,0,0,1
245383,0,1,1,1,1,0,0,0,1
207066,0,1,0,1,1,0,0,0,1
148900,0,1,1,1,1,0,0,0,1
247177,0,1,1,1,1,0,0,0,1
159179,0,1,1,1,1,0,0,0,1
63996,0,1,1,1,1,0,0,0,1
200985,0,1,0,1,1,0,0,0,1
132495,0,1,1,0,1,0,0,0,1
108522,0,1,0,1,1,0,0,0,1
242642,0,0,0,0,1,0,0,0,1
241129,0,1,1,1,1,0,0,0,1
225143,0,1,1,0,1,0,0,0,1
145095,0,0,0,0,1,0,0,0,1
19305,0,1,1,0,1,0,0,0,1
115760,0,0,0,0,1,0,0,0,1
34450,0,0,0,0,1,0,0,0,1
22254,0,1,1,1,1,0,0,0,1
49051,0,1,1,0,1,0,0,0,1
180665,0,1,1,1,1,0,0,0,1
87716,0,1,1,1,1,0,0,0,1
119092,0,1,0,1,1,0,0,0,1
205841,0,0,0,0,1,0,0,0,1
148005,0,1,0,1,1,0,0,0,1
119026,0,1,0,1,1,0,0,0,1
119962,0,0,0,0,1,0,0,0,1
58289,0,1,1,0,1,0,0,0,1
17434,0,1,1,1,1,0,0,0,1
201122,0,1,0,1,1,0,0,0,1
47290,0,1,1,0,1,0,0,0,1
98542,0,1,1,1,1,0,0,0,1
207373,0,0,0,0,1,0,0,0,1
159422,0,1,1,1,1,0,0,0,1
13198,0,1,0,1,1,0,0,0,1
141407,0,1,0,1,1,0,0,0,1
176091,0,0,0,1,1,0,0,0,1
91079,0,1,0,1,1,0,0,0,1
172041,0,1,0,1,1,0,0,0,1
234729,0,1,1,0,1,0,0,0,1
135568,0,1,0,0,1,0,0,0,1
35250,0,1,1,1,1,0,0,0,1
53867,0,1,1,1,1,0,0,0,1
124146,0,1,1,1,1,0,0,0,1
95016,0,1,0,1,1,0,0,0,1
130837,0,1,1,1,1,0,0,0,1
180175,0,0,0,0,1,0,0,0,1
116834,0,1,1,1,1,0,0,0,1
230426,0,0,0,0,1,0,0,0,1
104708,0,1,1,1,1,0,0,0,1
90191,0,1,1,1,1,0,0,0,1
21543,0,1,1,0,1,0,0,0,1
95084,0,0,0,0,1,0,0,0,1
150614,0,1,0,1,1,0,0,0,1
46804,0,1,1,1,1,0,0,0,1
135894,0,1,1,1,1,0,0,0,1
61081,0,1,0,1,1,0,0,0,1
123508,0,1,1,1,1,0,0,0,1
216328,0,1,0,1,1,0,0,0,1
143629,0,1,1,1,1,0,0,0,1
210986,0,0,0,0,1,0,0,0,1
58043,0,1,1,1,1,0,0,0,1
122413,0,0,0,0,1,0,0,0,1
135171,0,0,0,1,1,0,0,0,1
56450,0,0,0,0,1,0,0,0,1
129487,0,1,0,1,1,0,0,0,1
139261,0,1,1,0,1,0,0,0,1
178499,0,1,1,1,1,0,0,0,1
122064,0,1,0,1,1,0,0,0,1
10751,0,1,0,1,1,0,0,0,1
179997,0,0,0,0,1,0,0,0,1
153460,0,1,1,1,1,0,0,0,1
19587,0,0,0,0,1,0,0,0,1
224398,0,1,1,0,1,0,0,0,1
72332,0,1,1,1,1,0,0,0,1
176073,0,1,1,0,1,0,0,0,1
25055,0,1,0,1,1,0,0,0,1
134345,0,0,0,0,1,0,0,0,1
149766,0,1,0,1,1,0,0,0,1
34613,0,0,0,0,1,0,0,0,1
144593,0,1,1,0,1,0,0,0,1
57039,0,1,1,1,1,0,0,0,1
221638,0,1,1,1,1,0,0,0,1
245548,0,1,0,0,1,0,0,0,0
225166,0,1,1,1,1,0,0,0,1
216921,0,0,0,0,1,0,0,0,1
225381,0,1,1,1,1,0,0,0,1
220762,0,1,0,1,1,0,0,0,1
122361,0,1,1,0,1,0,0,0,1
116415,0,0,0,0,1,0,0,0,1
191376,0,1,1,0,1,0,0,0,1
175125,0,0,0,0,1,0,0,0,1
204570,0,1,0,1,1,0,0,0,1
124540,0,0,0,1,1,0,0,0,1
141577,0,1,1,1,1,0,0,0,1
8843,0,1,1,0,1,0,0,0,1
199565,0,0,0,0,1,0,0,0,1
198909,0,1,1,1,1,0,0,0,1
6088,0,1,0,1,1,0,0,0,1
173450,0,0,0,0,1,0,0,0,1
7289,0,1,1,0,1,0,0,0,1
236180,0,0,0,0,1,0,0,0,1
155759,0,1,1,0,1,0,0,0,1
186218,0,1,1,1,1,0,0,0,1
245707,0,1,1,1,1,0,0,0,1
163800,0,1,1,0,1,0,0,0,1
23801,0,1,1,1,1,0,0,0,1
153184,0,1,1,1,1,0,0,0,1
223405,0,1,1,1,1,0,0,0,1
8437,0,1,1,1,1,0,0,0,1
197992,0,1,1,0,1,0,0,0,1
233650,0,1,0,1,1,0,0,0,1
92583,0,1,1,1,1,0,0,0,1
110338,0,1,0,1,1,0,0,0,1
28242,0,1,0,1,1,0,0,0,0
196123,0,1,1,1,1,0,0,0,1
239974,0,1,1,1,1,0,0,0,1
2525,0,1,1,1,1,0,0,0,1
109700,0,1,1,1,1,0,0,0,1
95880,0,1,0,1,1,0,0,0,1
35065,0,1,1,1,1,0,0,0,1
49819,0,0,0,0,1,0,0,0,1
10108,0,1,1,1,1,0,0,0,1
50397,0,0,0,0,1,0,0,0,1
199249,0,0,0,0,1,0,0,0,0
3264,0,1,0,1,1,0,0,0,1
89996,0,1,1,1,1,0,0,0,1
50520,0,0,0,0,1,0,0,0,1
9604,0,1,1,1,1,0,0,0,1
20767,0,1,1,0,1,0,0,0,1
196399,0,1,0,1,1,0,0,0,1
98253,0,0,0,0,1,0,0,0,1
151875,0,1,1,1,1,0,0,0,1
233034,0,1,0,1,1,0,0,0,1
238221,0,1,1,1,1,0,0,0,1
203332,0,1,0,0,1,0,0,0,1
233007,0,1,1,0,1,0,0,0,1
23198,0,1,0,1,1,0,0,0,1
231416,0,0,0,0,1,0,0,0,1
80151,0,1,0,1,1,0,0,0,1
96169,0,1,0,1,1,0,0,0,1
242650,0,0,0,0,1,0,0,0,1
117161,0,1,1,1,1,0,0,0,1
67817,0,1,1,1,1,0,0,0,1
248671,0,1,1,1,1,0,0,0,1
237544,0,1,0,1,1,0,0,0,1
6013,0,1,0,1,1,0,0,0,1
216264,0,1,1,1,1,0,0,0,1
170317,0,1,0,0,1,0,0,0,1
20954,0,0,1,0,1,0,0,0,1
58863,0,1,1,1,1,0,0,0,1
141748,0,1,0,1,1,0,0,0,1
215571,0,1,1,1,1,0,0,0,1
171076,0,1,0,1,1,0,0,0,1
244117,0,1,0,1,1,0,0,0,1
176327,0,1,1,1,1,0,0,0,1
178710,0,1,0,1,1,0,0,0,1
98489,0,1,1,0,1,0,0,0,1
185451,0,1,0,1,1,0,0,0,1
97688,0,0,0,0,1,0,0,0,1
6617,0,1,1,1,1,0,0,0,1
43822,0,1,1,0,1,0,0,0,1
105631,0,0,0,1,1,0,0,0,1
75350,0,1,1,0,1,0,0,0,1
160794,0,0,0,0,1,0,0,0,1
89052,0,1,0,1,1,0,0,0,1
115991,0,1,1,1,1,0,0,0,1
87342,0,0,0,0,1,0,0,0,1
71412,0,1,0,1,1,0,0,0,1
95382,0,1,1,0,1,0,0,0,1
68806,0,1,1,1,1,0,0,0,1
50581,0,0,0,0,1,0,0,0,1
103752,0,1,1,0,1,0,0,0,1
183548,0,1,1,1,1,0,0,0,1
133527,0,0,0,0,1,0,0,0,1
229984,0,1,1,1,1,0,0,0,1
166461,0,1,0,1,1,0,0,0,1
46545,0,1,0,1,1,0,0,0,1
187381,0,1,1,1,1,0,0,0,1
136988,0,1,1,1,1,0,0,0,1
153055,0,1,0,1,1,0,0,0,1
118478,0,0,0,0,1,0,0,0,1
180171,0,1,1,1,1,0,0,0,1
79395,0,1,0,1,1,0,0,0,1
67278,0,1,0,1,1,0,0,0,1
182633,0,1,1,1,1,0,0,0,1
192265,0,0,0,0,1,0,0,0,1
19902,0,1,1,0,1,0,0,0,1
74585,0,1,1,1,1,0,0,0,1
240245,0,1,1,0,1,0,0,0,1
219603,0,1,1,1,1,0,0,0,1
170041,0,0,0,0,1,0,0,0,1
67778,0,1,1,0,1,0,0,0,1
194598,0,1,1,1,1,0,0,0,1
199026,0,1,0,1,1,0,0,0,1
73407,0,0,0,0,1,0,0,0,1
21234,0,1,1,0,1,0,0,0,1
13868,0,0,0,1,1,0,0,0,1
26821,0,1,1,1,1,0,0,0,0
211131,0,1,0,1,1,0,0,0,1
163227,0,0,0,0,1,0,0,0,1
1978,0,1,0,1,1,0,0,0,1
122842,0,0,0,0,1,0,0,0,1
147980,0,0,0,0,1,0,0,0,1
13492,0,0,0,0,1,0,0,0,1
76549,0,1,0,1,1,0,0,0,1
192864,0,1,1,1,1,0,0,0,1
239938,0,0,0,0,1,0,0,0,1
69135,0,1,1,1,1,0,0,0,1
240499,0,1,1,1,1,0,0,0,1
143543,0,1,1,0,1,0,0,0,1
190389,0,1,0,1,1,0,0,0,1
166394,0,1,0,1,1,0,0,0,1
124645,0,1,0,1,1,0,0,0,1
169616,0,0,0,0,1,0,0,0,1
218071,0,1,1,1,1,0,0,0,1
195144,0,1,1,1,1,0,0,0,1
197908,0,1,1,1,1,0,0,0,1
230829,0,1,1,1,1,0,0,0,1
241262,0,1,1,1,1,0,0,0,1
170963,0,1,1,0,1,0,0,0,1
70266,0,0,0,0,1,0,0,0,1
146971,0,0,0,0,1,0,0,0,1
142362,0,1,1,1,1,0,0,0,1
205261,0,0,0,0,1,0,0,0,1
169932,0,1,1,0,1,0,0,0,1
22543,0,1,1,1,1,0,0,0,1
159699,0,0,0,0,1,0,0,0,1
118294,0,1,0,0,1,0,0,0,1
20657,0,1,0,1,1,0,0,0,1
66658,0,1,1,1,1,0,0,0,1
64290,0,1,1,0,1,0,0,0,1
239363,0,1,1,1,1,0,0,0,1
204459,0,1,1,1,1,0,0,0,1
125890,0,1,1,1,1,0,0,0,1
189661,0,1,1,0,1,0,0,0,1
234381,0,1,1,1,1,0,0,0,1
115979,0,0,0,0,1,0,0,0,1
143700,0,1,0,1,1,0,0,0,1
175900,0,1,1,1,1,0,0,0,1
222656,0,0,0,0,1,0,0,0,1
29268,0,1,0,1,1,0,0,0,1
158477,0,1,0,0,1,0,0,0,1
247198,0,1,0,1,1,0,0,0,1
5056,0,0,0,0,1,0,0,0,1
69958,0,1,1,1,1,0,0,0,1
171117,0,0,0,1,1,0,0,0,1
91412,0,1,1,1,1,0,0,0,1
76708,0,1,1,0,1,0,0,0,1
211477,0,1,1,1,1,0,0,0,1
57888,0,0,0,0,1,0,0,0,1
85568,0,0,0,0,1,0,0,0,1
109709,0,1,0,1,1,0,0,0,1
83940,0,1,0,1,1,0,0,0,1
188854,0,1,0,1,1,0,0,0,1
227427,0,0,0,0,1,0,0,0,1
218279,0,1,1,1,1,0,0,0,1
79900,0,1,1,1,1,0,0,0,1
87089,0,1,0,1,1,0,0,0,1
21414,0,1,1,1,1,0,0,0,1
11229,0,0,0,0,1,0,0,0,1
49596,0,0,0,0,1,0,0,0,1
235277,0,0,0,0,1,0,0,0,1
36055,0,1,0,1,1,0,0,0,1
189280,0,1,0,1,1,0,0,0,1
19650,0,1,0,1,1,0,0,0,1
247305,0,0,0,0,1,0,0,0,0
105290,0,1,0,1,1,0,0,0,1
115992,0,1,1,1,1,0,0,0,1
70139,0,1,1,1,1,0,0,0,1
120270,0,0,0,0,1,0,0,0,1
38710,0,1,1,0,1,0,0,0,1
119629,0,0,0,0,1,0,0,0,1
51977,0,1,1,1,1,0,0,0,1
114502,0,1,0,1,1,0,0,0,1
58399,0,1,1,1,1,0,0,0,1
133706,0,0,0,0,1,0,0,0,1
185329,0,1,1,1,1,0,0,0,1
226997,0,1,0,1,1,0,0,0,1
8628,0,1,1,1,1,0,0,0,1
59985,0,1,1,1,1,0,0,0,1
47223,0,1,1,1,1,0,0,0,1
221879,0,1,0,1,1,0,0,0,1
34576,0,1,0,1,1,0,0,0,1
172200,0,1,1,1,1,0,0,0,1
76179,0,1,0,1,1,0,0,0,1
170974,0,1,1,0,1,0,0,0,1
141810,0,1,0,1,1,0,0,0,1
210110,0,0,0,0,1,0,0,0,1
63345,0,1,1,0,1,0,0,0,1
246173,0,1,1,1,1,0,0,0,1
15080,0,0,0,0,1,0,0,0,1
208143,0,0,0,0,1,0,0,0,1
34334,0,1,0,1,1,0,0,0,1
57806,0,1,1,1,1,0,0,0,1
188977,0,0,0,0,1,0,0,0,1
146521,0,1,1,1,1,0,0,0,1
120129,0,1,0,1,1,0,0,0,0
141278,0,1,1,0,1,0,0,0,1
66882,0,1,0,1,1,0,0,0,1
59552,0,1,1,1,1,0,0,0,1
26172,0,0,0,0,1,0,0,0,1
199560,0,1,1,1,1,0,0,0,1
26329,0,0,0,0,1,0,0,0,1
57728,0,0,0,0,1,0,0,0,1
86606,0,1,1,1,1,0,0,0,1
231457,0,1,1,1,1,0,0,0,1
92397,0,1,1,0,1,0,0,0,1
130367,0,0,0,0,1,0,0,0,1
88160,0,0,0,0,1,0,0,0,1
114878,0,1,0,1,1,0,0,0,0
58515,0,1,1,1,1,0,0,0,1
144527,0,1,1,0,1,0,0,0,1
154477,0,0,0,0,1,0,0,0,1
98515,0,1,1,1,1,0,0,0,1
32817,0,0,0,0,1,0,0,0,1
149967,0,1,1,1,1,0,0,0,1
91331,0,0,0,0,1,0,0,0,1
86365,0,1,1,0,1,0,0,0,1
